,Damage,Health,Health Regen,Defense Absolute,Damage / Meter,Lifesteal,,Damage,Rend Armor,Critical Factor,Damage/Meter,Super Crit Mult,Attack Speed,Health,Health Regen,Defense Absolute,Land Mine Damage,Wall Health,Orb Size,Cash Bonus,Coin Bonus,Cells / Kill Bonus,Free Upgrades,Recovery Package,Enemy Level Skip
,1676162.893,181398964.081295,74313298.5679948,9752189.28442253,,,,,,,,,,,,,,,,,,,,,
,1678570.333,181577788.556328,74406348.4279957,9763815.79505591,,,,,,,,,,,,,,,,,,,,,
,1680980.819,181756711.911358,74499470.5759967,9775454.73424163,,,,,,,,,,,,,,,,,,,,,
,1683394.358,181935750.626385,74592665.2439976,9787107.50451859,,,,,,,,,,,,,,,,,,,,,
,1685810.881,182114904.701408,74685942.5199985,9798772.71262288,,,,,,,,,,,,,,,,,,,,,
,1688230.45,182294157.656429,74779287.1159994,9810450.99953647,,,,,,,,,,,,,,,,,,,,,
,1690653.043,182473542.451447,74872714.3200003,9822142.34405936,,,,,,,,,,,,,,,,,,,,,
,1693078.711,182653042.606461,74966213.9640012,9833847.3964485,,,,,,,,,,,,,,,,,,,,,
,1695507.434,182832625.161472,75059791.0879945,9845564.92376497,,,,,,,,,,,,,,,,,,,,,
,1697939.16,183012323.076481,75153440.6599954,9857295.05320876,,,,,,,,,,,,,,,,,,,,,
,1700373.91,183192152.831486,75247167.7919963,9869038.85474381,,,,,,,,,,,,,,,,,,,,,
,1702811.688,183372081.466488,75340972.3319973,9880795.74171315,,,,,,,,,,,,,,,,,,,,,
,1705252.559,183552125.461487,75434854.4399982,9892565.95129178,,,,,,,,,,,,,,,,,,,,,
,1707696.455,183732301.296482,75528809.0599991,9904349.1681297,,,,,,,,,,,,,,,,,,,,,
,1710143.374,183912543.051476,75622841.088,9916144.87314495,,,,,,,,,,,,,,,,,,,,,
,1712593.371,184092933.126465,75716945.5640009,9927954.43840145,,,,,,,,,,,,,,,,,,,,,
,1715046.439,184273438.561451,75811132.7919942,9939777.21761724,,,,,,,,,,,,,,,,,,,,,
,1717502.514,184454042.876434,75905392.2359951,9951612.60956035,,,,,,,,,,,,,,,,,,,,,
,1719961.637,184634729.591415,75999729.319996,9963461.79284471,,,,,,,,,,,,,,,,,,,,,
,1722423.844,184815564.626392,76094138.763997,9975323.4378064,,,,,,,,,,,,,,,,,,,,,
,1724889.051,184996515.021366,76188625.8479979,9987198.48487737,,,,,,,,,,,,,,,,,,,,,
,1727357.382,185177564.296337,76283195.4599988,9999087.28751459,,,,,,,,,,,,,,,,,,,,,
,1729828.729,185358712.451305,76377832.3999997,10010988.6432541,,,,,,,,,,,,,,,,,,,,,
,1732303.162,185539992.44627,76472551.9400006,10022903.259328,,,,,,,,,,,,,,,,,,,,,
,1734780.608,185721387.801231,76567343.9999939,10034831.2178861,,,,,,,,,,,,,,,,,,,,,
,1737261.155,185902882.03619,76662213.4679948,10046772.4553285,,,,,,,,,,,,,,,,,,,,,
,1739744.749,186084508.111145,76757160.5759957,10058726.8842052,,,,,,,,,,,,,,,,,,,,,
,1742231.401,186266216.586098,76852180.0439966,10070694.5045161,,,,,,,,,,,,,,,,,,,,,
,1744721.135,186448056.901047,76947277.0799976,10082675.6554614,,,,,,,,,,,,,,,,,,,,,
,1747213.907,186630012.575993,77042451.5239985,10094669.9620659,,,,,,,,,,,,,,,,,,,,,
,1749709.768,186812050.650936,77137703.6079994,10106677.5422547,,,,,,,,,,,,,,,,,,,,,
,1752208.677,186994237.045876,77233033.1720003,10118698.4569778,,,,,,,,,,,,,,,,,,,,,
,1754710.664,187176522.320812,77328435.1840012,10130732.7155102,,,,,,,,,,,,,,,,,,,,,
,1757215.751,187358922.955746,77423914.6759945,10142780.3814518,,,,,,,,,,,,,,,,,,,,,
,1759723.859,187541422.470676,77519471.8079954,10154841.3580777,,,,,,,,,,,,,,,,,,,,,
,1762235.057,187724037.345604,77615106.3479963,10166914.853356,,,,,,,,,,,,,,,,,,,,,
,1764749.32,187906784.060528,77710818.3759973,10179002.6275755,,,,,,,,,,,,,,,,,,,,,
,1767266.698,188089629.655449,77806602.9959982,10191103.7827042,,,,,,,,,,,,,,,,,,,,,
,1769787.107,188272574.130367,77902470.1439991,10203217.6115103,,,,,,,,,,,,,,,,,,,,,
,1772310.584,188455666.925282,77998409.66,10215345.3257326,,,,,,,,,,,,,,,,,,,,,
,1774837.176,188638842.120193,78094421.6960009,10227485.9110573,,,,,,,,,,,,,,,,,,,,,
,1777366.839,188822132.675102,78190516.3319942,10239640.5063482,,,,,,,,,,,,,,,,,,,,,
,1779899.579,189005555.070007,78286688.5359951,10251808.6468483,,,,,,,,,,,,,,,,,,,,,
,1782435.423,189189076.34491,78382938.219996,10263989.4345258,,,,,,,,,,,,,,,,,,,,,
,1784974.338,189372696.499809,78479260.2719969,10276184.2268695,,,,,,,,,,,,,,,,,,,,,
,1787516.33,189556464.974705,78575659.9639979,10288391.8876655,,,,,,,,,,,,,,,,,,,,,
,1790061.399,189740299.369598,78672137.1359988,10300612.8551708,,,,,,,,,,,,,,,,,,,,,
,1792609.572,189924282.084488,78768691.8759997,10312848.1850923,,,,,,,,,,,,,,,,,,,,,
,1795160.843,190108380.159374,78865324.0240006,10325096.3052911,,,,,,,,,,,,,,,,,,,,,
,1797715.177,190292577.114258,78962033.8039939,10337358.4579812,,,,,,,,,,,,,,,,,,,,,
,1800272.595,190476872.949139,79058821.1519948,10349633.4194986,,,,,,,,,,,,,,,,,,,,,
,1802833.137,190661284.144016,79155680.7879957,10361922.0004252,,,,,,,,,,,,,,,,,,,,,
,1805396.784,190845843.65889,79252623.2559966,10374224.6959931,,,,,,,,,,,,,,,,,,,,,
,1807963.497,191030469.093761,79349637.9399976,10386540.1553383,,,,,,,,,,,,,,,,,,,,,
,1810533.293,191215242.848629,79446730.2559985,10398869.1015927,,,,,,,,,,,,,,,,,,,,,
,1813106.183,191400131.963493,79543900.1399994,10411212.2870384,,,,,,,,,,,,,,,,,,,,,
,1815682.222,191585119.958355,79641147.4320003,10423568.3820114,,,,,,,,,,,,,,,,,,,,,
,1818261.348,191770206.833214,79738477.4040012,10435938.0248437,,,,,,,,,,,,,,,,,,,,,
,1820843.542,191955425.548069,79835879.8959945,10448321.0671352,,,,,,,,,,,,,,,,,,,,,
,1823428.876,192140759.622921,79933354.6759954,10460718.748768,,,,,,,,,,,,,,,,,,,,,
,1826017.258,192326192.57777,80030912.2159963,10473128.9503781,,,,,,,,,,,,,,,,,,,,,
,1828608.754,192511757.372616,80128547.2359973,10485552.8879974,,,,,,,,,,,,,,,,,,,,,
,1831203.404,192697404.567459,80226259.8239982,10497990.180026,,,,,,,,,,,,,,,,,,,,,
,1833801.133,192883183.602299,80324049.8199991,10510441.9364959,,,,,,,,,,,,,,,,,,,,,
,1836401.999,193069077.997135,80421917.528,10522906.631643,,,,,,,,,,,,,,,,,,,,,
,1839005.921,193255104.231968,80519857.5240009,10535384.8693494,,,,,,,,,,,,,,,,,,,,,
,1841612.979,193441212.866798,80617880.2079942,10547876.7556151,,,,,,,,,,,,,,,,,,,,,
,1844223.137,193627436.861626,80715980.3719951,10560382.992372,,,,,,,,,,,,,,,,,,,,,
,1846836.442,193813809.176449,80814153.055996,10572902.0803562,,,,,,,,,,,,,,,,,,,,,
,1849452.82,194000247.41127,80912408.3399969,10585434.7479996,,,,,,,,,,,,,,,,,,,,,
,1852072.328,194186817.486088,81010741.1199979,10597981.2073024,,,,,,,,,,,,,,,,,,,,,
,1854694.951,194373519.400902,81109146.3319988,10610542.0356463,,,,,,,,,,,,,,,,,,,,,
,1857320.707,194560320.195713,81207634.2319997,10623115.7337676,,,,,,,,,,,,,,,,,,,,,
,1859949.565,194747219.870522,81306199.6120006,10635703.2182481,,,,,,,,,,,,,,,,,,,,,
,1862581.524,194934251.385326,81404842.5599939,10648305.0717698,,,,,,,,,,,,,,,,,,,,,
,1865216.616,195121398.260128,81503557.8679948,10660919.9567188,,,,,,,,,,,,,,,,,,,,,
,1867854.879,195308644.014927,81602355.9359957,10673548.3338771,,,,,,,,,,,,,,,,,,,,,
,1870496.203,195496021.609722,81701231.4919966,10686191.2602766,,,,,,,,,,,,,,,,,,,,,
,1873140.661,195683514.564514,81800184.6079976,10698847.0750035,,,,,,,,,,,,,,,,,,,,,
,1875788.294,195871089.919304,81899215.1319985,10711516.9013395,,,,,,,,,,,,,,,,,,,,,
,1878438.97,196058813.59409,81998323.3679994,10724200.9191668,,,,,,,,,,,,,,,,,,,,,
,1881092.805,196246636.148872,82097509.0200003,10736898.1141714,,,,,,,,,,,,,,,,,,,,,
,1883749.836,196434574.063652,82196772.2240012,10749608.9365353,,,,,,,,,,,,,,,,,,,,,
,1886409.876,196622610.858429,82296112.9239945,10762334.1835903,,,,,,,,,,,,,,,,,,,,,
,1889073.112,196810779.493202,82395536.2959954,10775072.7509227,,,,,,,,,,,,,,,,,,,,,
,1891739.53,196999063.487972,82495032.1159963,10787825.5044463,,,,,,,,,,,,,,,,,,,,,
,1894408.999,197187446.36274,82594605.4959973,10800591.5782471,,,,,,,,,,,,,,,,,,,,,
,1897081.631,197375961.077503,82694261.4839982,10813371.9442392,,,,,,,,,,,,,,,,,,,,,
,1899757.396,197564591.152264,82793995.0319991,10826165.4794586,,,,,,,,,,,,,,,,,,,,,
,1902436.349,197753303.627022,82893801.02,10838973.3625192,,,,,,,,,,,,,,,,,,,,,
,1905118.375,197942164.421776,82993689.5360009,10851795.4638891,,,,,,,,,,,,,,,,,,,,,
,1907803.548,198131124.096527,83093655.6919942,10864630.2442362,,,,,,,,,,,,,,,,,,,,,
,1910491.839,198320182.651276,83193704.5359951,10877479.7752246,,,,,,,,,,,,,,,,,,,,,
,1913183.318,198509389.52602,83293825.811996,10890343.1137722,,,,,,,,,,,,,,,,,,,,,
,1915877.946,198698678.800762,83394024.4239969,10903219.6586471,,,,,,,,,,,,,,,,,,,,,
,1918575.677,198888083.435501,83494305.8679979,10916110.6785632,,,,,,,,,,,,,,,,,,,,,
,1921276.566,199077619.910236,83594659.6079988,10929015.5881886,,,,,,,,,,,,,,,,,,,,,
,1923980.614,199267271.744968,83695096.0999997,10941934.3239232,,,,,,,,,,,,,,,,,,,,,
,1926687.806,199457022.459698,83795610.0800006,10954866.9069671,,,,,,,,,,,,,,,,,,,,,
,1929398.121,199646905.014423,83896201.6199939,10967813.5228202,,,,,,,,,,,,,,,,,,,,,
,1932111.616,199836902.929146,83996875.9199948,10980773.9223826,,,,,,,,,,,,,,,,,,,,,
,1934828.211,200026999.723866,84097622.5079957,10993748.2487542,,,,,,,,,,,,,,,,,,,,,
,1937547.984,200217228.358582,84198451.7759966,11006736.3959351,,,,,,,,,,,,,,,,,,,,,
,1940270.933,200407555.873295,84299358.5319975,11019738.5573752,,,,,,,,,,,,,,,,,,,,,
,1942997.011,200598015.228004,84400342.8479985,11032754.6403246,,,,,,,,,,,,,,,,,,,,,
,1945726.265,200788556.982712,84501404.7239994,11045784.7560832,,,,,,,,,,,,,,,,,,,,,
,1948458.653,200979247.057415,84602549.2880003,11058828.5601511,,,,,,,,,,,,,,,,,,,,,
,1951194.183,201170036.012115,84703766.1400012,11071886.3731782,,,,,,,,,,,,,,,,,,,,,
,1953932.922,201360923.846813,84805065.8239945,11084959.0030965,,,,,,,,,,,,,,,,,,,,,
,1956674.783,201551960.001507,84906442.9159954,11098044.6988921,,,,,,,,,,,,,,,,,,,,,
,1959419.803,201743095.036198,85007897.5679963,11111144.504347,,,,,,,,,,,,,,,,,,,,,
,1962168.026,201934328.950886,85109434.9079973,11124258.8510931,,,,,,,,,,,,,,,,,,,,,
,1964919.293,202125694.70557,85211049.7999982,11137386.7460164,,,,,,,,,,,,,,,,,,,,,
,1967673.843,202317159.340252,85312742.1879991,11150528.988781,,,,,,,,,,,,,,,,,,,,,
,1970431.57,202508739.33493,85414512.056,11163685.3385548,,,,,,,,,,,,,,,,,,,,,
,1973192.372,202700451.169605,85516359.5640009,11176855.1066558,,,,,,,,,,,,,,,,,,,,,
,1975956.357,202892294.844276,85618289.6719942,11190039.5591481,,,,,,,,,,,,,,,,,,,,,
,1978723.494,203084220.918945,85720297.3479951,11203238.0947996,,,,,,,,,,,,,,,,,,,,,
,1981493.878,203276262.353611,85822382.583996,11216450.5175104,,,,,,,,,,,,,,,,,,,,,
,1984267.365,203468435.628273,85924550.347997,11229676.2949485,,,,,,,,,,,,,,,,,,,,,
,1987044.058,203660707.782932,86026795.7519979,11242916.9210777,,,,,,,,,,,,,,,,,,,,,
,1989823.879,203853111.777588,86129118.6359988,11256172.2050982,,,,,,,,,,,,,,,,,,,,,
,1992606.914,204045631.13224,86231519.1599997,11269440.8385459,,,,,,,,,,,,,,,,,,,,,
,1995393.102,204238232.88689,86334002.2920006,11282723.6532029,,,,,,,,,,,,,,,,,,,,,
,1998182.493,204430982.961536,86436562.9839939,11296020.5006691,,,,,,,,,,,,,,,,,,,,,
,2000974.996,204623848.396179,86539201.1639948,11309331.4233446,,,,,,,,,,,,,,,,,,,,,
,2003770.713,204816812.710819,86641922.0239957,11322657.1867612,,,,,,,,,,,,,,,,,,,,,
,2006569.624,205009908.865456,86744720.3719967,11335996.1273552,,,,,,,,,,,,,,,,,,,,,
,2009371.695,205203103.900089,86847596.2799976,11349350.1418903,,,,,,,,,,,,,,,,,,,,,
,2012176.948,205396414.29472,86950549.7479985,11362717.4157527,,,,,,,,,,,,,,,,,,,,,
,2014985.411,205589840.049347,87053585.8959994,11376099.6125063,,,,,,,,,,,,,,,,,,,,,
,2017797.023,205783381.163971,87156699.6120003,11389495.0235372,,,,,,,,,,,,,,,,,,,,,
,2020611.809,205977037.638592,87259895.9280012,11402905.5880093,,,,,,,,,,,,,,,,,,,,,
,2023429.806,206170825.953209,87363169.7319945,11416330.0527906,,,,,,,,,,,,,,,,,,,,,
,2026250.998,206364696.667824,87466521.1679954,11429768.7915312,,,,,,,,,,,,,,,,,,,,,
,2029075.323,206558715.702435,87569955.2119963,11443221.618731,,,,,,,,,,,,,,,,,,,,,
,2031902.874,206752833.617043,87673466.8239972,11456688.61389,,,,,,,,,,,,,,,,,,,,,
,2034733.561,206947066.891647,87777061.0359982,11470169.8856582,,,,,,,,,,,,,,,,,,,,,
,2037567.542,207141432.006248,87880727.7679991,11483665.9266177,,,,,,,,,,,,,,,,,,,,,
,2040404.6,207335896.000847,87984477.028,11497175.4468544,,,,,,,,,,,,,,,,,,,,,
,2043244.917,207530458.875443,88088309.0480009,11510699.2596004,,,,,,,,,,,,,,,,,,,,,
,2046088.406,207725170.070034,88192213.4279942,11524237.8812876,,,,,,,,,,,,,,,,,,,,,
,2048935.101,207919980.144623,88296200.4959951,11537790.106802,,,,,,,,,,,,,,,,,,,,,
,2051784.982,208114922.059208,88400270.163996,11551357.2896576,,,,,,,,,,,,,,,,,,,,,
,2054638.05,208309946.373791,88504422.591997,11564938.4841225,,,,,,,,,,,,,,,,,,,,,
,2057494.283,208505119.008369,88608647.3879979,11578534.1168466,,,,,,,,,,,,,,,,,,,,,
,2060353.763,208700407.002945,88712954.8639988,11592143.9095799,,,,,,,,,,,,,,,,,,,,,
,2063216.421,208895777.397518,88817345.0199997,11605767.9471224,,,,,,,,,,,,,,,,,,,,,
,2066082.291,209091296.112087,88921807.5440006,11619406.1817742,,,,,,,,,,,,,,,,,,,,,
,2068951.373,209286913.706654,89026352.7479939,11633058.6850853,,,,,,,,,,,,,,,,,,,,,
,2071823.641,209482646.661217,89130980.5599948,11646725.5312555,,,,,,,,,,,,,,,,,,,,,
,2074699.107,209678511.455776,89235680.8119957,11660407.5176169,,,,,,,,,,,,,,,,,,,,,
,2077577.721,209874475.130333,89340474.0559966,11674102.8852056,,,,,,,,,,,,,,,,,,,,,
,2080459.657,210070570.644886,89445339.5959976,11687813.1809855,,,,,,,,,,,,,,,,,,,,,
,2083344.701,210266765.039436,89550277.6479985,11701537.8196246,,,,,,,,,,,,,,,,,,,,,
,2086232.983,210463091.273983,89655308.4759994,11715276.072691,,,,,,,,,,,,,,,,,,,,,
,2089124.424,210659516.388527,89760411.8960003,11729029.4765486,,,,,,,,,,,,,,,,,,,,,
,2092019.168,210856073.343067,89865597.8439936,11742797.0536654,,,,,,,,,,,,,,,,,,,,,
,2094917.105,211052729.177605,89970866.5519945,11756578.9736414,,,,,,,,,,,,,,,,,,,,,
,2097818.206,211249516.852139,90076207.5479954,11770375.9384087,,,,,,,,,,,,,,,,,,,,,
,2100722.546,211446386.92667,90181631.3039963,11784186.4487031,,,,,,,,,,,,,,,,,,,,,
,2103630.091,211643438.281197,90287137.7319973,11798011.5456568,,,,,,,,,,,,,,,,,,,,,
,2106540.828,211840539.075722,90392726.7759982,11811851.4171017,,,,,,,,,,,,,,,,,,,,,
,2109454.795,212037788.190243,90498388.2599991,11825705.9388059,,,,,,,,,,,,,,,,,,,,,
,2112371.981,212235169.14476,90604132.344,11839573.9159372,,,,,,,,,,,,,,,,,,,,,
,2115292.352,212432648.979275,90709959.2680009,11853457.1074598,,,,,,,,,,,,,,,,,,,,,
,2118215.973,212630211.213787,90815868.6399942,11867354.5676416,,,,,,,,,,,,,,,,,,,,,
,2121142.818,212827938.248295,90921860.6999951,11881266.4607826,,,,,,,,,,,,,,,,,,,,,
,2124072.895,213025764.1628,91027925.271996,11895193.4994148,,,,,,,,,,,,,,,,,,,,,
,2127006.15,213223688.957302,91134072.531997,11909134.2266743,,,,,,,,,,,,,,,,,,,,,
,2129942.591,213421778.5518,91240302.3919979,11923089.3020929,,,,,,,,,,,,,,,,,,,,,
,2132882.353,213619934.066296,91346604.5399988,11937059.5018028,,,,,,,,,,,,,,,,,,,,,
,2135825.299,213818221.420788,91452999.8399997,11951044.3199719,,,,,,,,,,,,,,,,,,,,,
,2138771.432,214016640.615276,91559467.4280006,11965042.6942682,,,,,,,,,,,,,,,,,,,,,
,2141720.846,214215158.689762,91666017.6239939,11979056.1875558,,,,,,,,,,,,,,,,,,,,,
,2144673.491,214413792.124245,91772640.4119948,11993084.2357025,,,,,,,,,,,,,,,,,,,,,
,2147629.282,214612557.398724,91879355.8959957,12007126.7168085,,,,,,,,,,,,,,,,,,,,,
,2150588.394,214811421.5532,91986143.9719966,12021184.3116056,,,,,,,,,,,,,,,,,,,,,
,2153550.647,215010417.547672,92093014.6559976,12035255.79643,,,,,,,,,,,,,,,,,,,,,
,2156516.143,215209512.422142,92199967.9399985,12049342.0716456,,,,,,,,,,,,,,,,,,,,,
,2159484.92,215408755.616608,92307003.9119994,12063442.5813885,,,,,,,,,,,,,,,,,,,,,
,2162456.914,215608081.211071,92414112.3960003,12077558.0458225,,,,,,,,,,,,,,,,,,,,,
,2165432.166,215807555.12553,92521303.4879936,12091688.0651157,,,,,,,,,,,,,,,,,,,,,
,2168410.543,216007127.919987,92628587.4999945,12105832.5544682,,,,,,,,,,,,,,,,,,,,,
,2171392.3,216206816.07444,92735933.6399954,12119991.6728798,,,,,,,,,,,,,,,,,,,,,
,2174377.177,216406603.108891,92843372.6279963,12134166.0056827,,,,,,,,,,,,,,,,,,,,,
,2177365.323,216606538.463337,92950894.3679973,12148353.9847128,,,,,,,,,,,,,,,,,,,,,
,2180356.757,216806572.697781,93058488.5479982,12162557.2841341,,,,,,,,,,,,,,,,,,,,,
,2183351.408,217006722.292221,93166165.4159991,12176774.5106826,,,,,,,,,,,,,,,,,,,,,
,2186349.278,217207003.726658,93273924.884,12191006.8774223,,,,,,,,,,,,,,,,,,,,,
,2189350.356,217407384.041092,93381766.9600009,12205253.9421213,,,,,,,,,,,,,,,,,,,,,
,2192354.762,217607896.195522,93489691.7959942,12219515.4609794,,,,,,,,,,,,,,,,,,,,,
,2195362.327,217808523.709949,93597688.9199951,12233792.1889287,,,,,,,,,,,,,,,,,,,,,
,2198373.18,218009266.584373,93705779.115996,12248082.8811053,,,,,,,,,,,,,,,,,,,,,
,2201387.263,218210108.338795,93813941.679997,12262388.904273,,,,,,,,,,,,,,,,,,,,,
,2204404.588,218411065.453213,93922186.8439979,12276708.605468,,,,,,,,,,,,,,,,,,,,,
,2207425.158,218612170.887627,94030514.6959988,12291043.7701542,,,,,,,,,,,,,,,,,,,,,
,2210448.968,218813375.202038,94138925.2999997,12305393.6645996,,,,,,,,,,,,,,,,,,,,,
,2213476.087,219014711.356445,94247408.2720006,12319757.9655041,,,,,,,,,,,,,,,,,,,,,
,2216506.39,219216179.350849,94355984.0919939,12334137.6397999,,,,,,,,,,,,,,,,,,,,,
,2219539.942,219417713.265251,94464632.4239948,12348531.2253229,,,,,,,,,,,,,,,,,,,,,
,2222576.776,219619395.499649,94573363.4439957,12362939.9298371,,,,,,,,,,,,,,,,,,,,,
,2225616.833,219821193.094044,94682176.9919967,12377362.9854785,,,,,,,,,,,,,,,,,,,,,
,2228660.171,220023106.048435,94791073.2919976,12391801.1760111,,,,,,,,,,,,,,,,,,,,,
,2231706.713,220225134.362823,94900052.2079985,12406253.942603,,,,,,,,,,,,,,,,,,,,,
,2234756.556,220427278.037209,95009103.5559994,12420722.0507859,,,,,,,,,,,,,,,,,,,,,
,2237809.641,220629537.07159,95118247.9040003,12435204.3404962,,,,,,,,,,,,,,,,,,,,,
,2240865.974,220831911.465969,95227464.5399936,12449701.6590976,,,,,,,,,,,,,,,,,,,,,
,2243925.59,221034417.700344,95336763.8639945,12464213.3288262,,,,,,,,,,,,,,,,,,,,,
,2246988.415,221237039.294716,95446145.9399954,12478740.170546,,,,,,,,,,,,,,,,,,,,,
,2250054.522,221439759.769085,95555610.5439963,12493281.6837251,,,,,,,,,,,,,,,,,,,,,
,2253123.896,221642595.603451,95665157.9079973,12507838.0856633,,,,,,,,,,,,,,,,,,,,,
,2256196.546,221845579.757813,95774787.9599982,12522409.6966927,,,,,,,,,,,,,,,,,,,,,
,2259272.417,222048662.792171,95884500.6119991,12536995.3832493,,,,,,,,,,,,,,,,,,,,,
,2262351.583,222251861.186527,95994285.776,12551596.6127971,,,,,,,,,,,,,,,,,,,,,
,2265434.017,222455191.420879,96104163.7160009,12566211.8277722,,,,,,,,,,,,,,,,,,,,,
,2268519.706,222658637.015228,96214114.1679942,12580842.3578384,,,,,,,,,,,,,,,,,,,,,
,2271608.638,222862165.009575,96324147.2359951,12595487.4321638,,,,,,,,,,,,,,,,,,,,,
,2274700.857,223065874.283916,96434262.975996,12610148.3197804,,,,,,,,,,,,,,,,,,,,,
,2277796.37,223269632.998257,96544461.475997,12624822.9225243,,,,,,,,,,,,,,,,,,,,,
,2280895.11,223473540.032593,96654742.5839979,12639513.3544593,,,,,,,,,,,,,,,,,,,,,
,2283997.173,223677595.386925,96765106.3719988,12654218.3147535,,,,,,,,,,,,,,,,,,,,,
,2287102.438,223881716.661255,96875552.7679997,12668938.1426069,,,,,,,,,,,,,,,,,,,,,
,2290211.022,224085969.775581,96986081.8360006,12683672.9175194,,,,,,,,,,,,,,,,,,,,,
,2293322.823,224290338.249905,97096683.3519939,12698422.2048913,,,,,,,,,,,,,,,,,,,,,
,2296437.987,224494855.044224,97207377.7959948,12713186.9875542,,,,,,,,,,,,,,,,,,,,,
,2299556.276,224699470.71854,97318154.9119957,12727965.8510444,,,,,,,,,,,,,,,,,,,,,
,2302677.971,224904185.272854,97429004.3959966,12742760.3635258,,,,,,,,,,,,,,,,,,,,,
,2305802.895,225109048.147163,97539936.5679975,12757570.3394983,,,,,,,,,,,,,,,,,,,,,
,2308931.163,225314026.38147,97650961.6519985,12772394.4015981,,,,,,,,,,,,,,,,,,,,,
,2312062.575,225519103.495773,97762059.1839994,12787233.1828571,,,,,,,,,,,,,,,,,,,,,
,2315197.386,225724312.450073,97873239.3160003,12802087.8569072,,,,,,,,,,,,,,,,,,,,,
,2318335.391,225929653.24437,97984502.1359936,12816956.9798166,,,,,,,,,,,,,,,,,,,,,
,2321476.77,226135076.438663,98095847.7079945,12831840.3690531,,,,,,,,,,,,,,,,,,,,,
,2324621.298,226340647.952953,98207275.8079954,12846740.0138128,,,,,,,,,,,,,,,,,,,,,
,2327769.177,226546318.34724,98318786.6679963,12861653.9460998,,,,,,,,,,,,,,,,,,,,,
,2330920.298,226752104.101524,98430380.2159972,12876583.1722779,,,,,,,,,,,,,,,,,,,,,
,2334074.851,226958038.175804,98542056.3639982,12891526.9615832,,,,,,,,,,,,,,,,,,,,,
,2337232.527,227164054.650082,98653815.1919991,12906485.9387797,,,,,,,,,,,,,,,,,,,,,
,2340393.71,227370202.964355,98765646.54,12921460.6391673,,,,,,,,,,,,,,,,,,,,,
,2343558.626,227576483.118626,98877570.6560009,12936449.6747822,,,,,,,,,,,,,,,,,,,,,
,2346727.365,227782862.152893,98989577.5319942,12951453.3659562,,,,,,,,,,,,,,,,,,,,,
,2349899.908,227989373.027157,99101667.0079951,12966472.8333215,,,,,,,,,,,,,,,,,,,,,
,2353076.542,228195982.781418,99213828.931996,12981507.0145459,,,,,,,,,,,,,,,,,,,,,
,2356257.176,228402740.855675,99326083.775997,12996556.4343295,,,,,,,,,,,,,,,,,,,,,
,2359441.884,228609597.809929,99438411.0599979,13011620.5467723,,,,,,,,,,,,,,,,,,,,,
,2362630.602,228816570.12418,99550831.1839988,13026700.3612063,,,,,,,,,,,,,,,,,,,,,
,2365823.524,229023674.278427,99663323.8359997,13041794.9371995,,,,,,,,,,,,,,,,,,,,,
,2369020.551,229230893.792671,99775909.3280006,13056903.9491199,,,,,,,,,,,,,,,,,,,,,
,2372221.872,229438212.186913,99888577.4999939,13072028.5888314,,,,,,,,,,,,,,,,,,,,,
,2375427.288,229645662.42115,100001318.119995,13087168.8987341,,,,,,,,,,,,,,,,,,,,,
,2378636.942,229853244.495384,100114151.579996,13102323.474964,,,,,,,,,,,,,,,,,,,,,
,2381850.989,230060908.969616,100227057.559997,13117493.5517851,,,,,,,,,,,,,,,,,,,,,
,2385069.245,230268754.723843,100340056.459998,13132678.6657654,,,,,,,,,,,,,,,,,,,,,
,2388291.773,230476649.918068,100453127.647998,13147878.9494049,,,,,,,,,,,,,,,,,,,,,
,2391518.707,230684709.912289,100566291.835999,13163093.9999035,,,,,,,,,,,,,,,,,,,,,
,2394749.932,230892852.306507,100679528.464,13178324.9219934,,,,,,,,,,,,,,,,,,,,,
,2397985.569,231101159.500721,100792858.011994,13193570.7752424,,,,,,,,,,,,,,,,,,,,,
,2401225.552,231309565.574932,100906259.927995,13208831.6073506,,,,,,,,,,,,,,,,,,,,,
,2404469.98,231518070.52914,101019754.843995,13224107.4077179,,,,,,,,,,,,,,,,,,,,,
,2407718.814,231726723.803345,101133332.359996,13239398.2876445,,,,,,,,,,,,,,,,,,,,,
,2410972.067,231935459.477547,101246982.243997,13254704.7635623,,,,,,,,,,,,,,,,,,,,,
,2414229.733,232144343.471745,101360725.127998,13270026.5893392,,,,,,,,,,,,,,,,,,,,,
,2417491.929,232353342.825939,101474540.451999,13285363.2402753,,,,,,,,,,,,,,,,,,,,,
,2420758.622,232562474.02013,101588448.696,13300714.9442706,,,,,,,,,,,,,,,,,,,,,
,2424029.796,232771671.134319,101702439.548001,13316081.802025,,,,,,,,,,,,,,,,,,,,,
,2427305.485,232981066.008503,101816513.079994,13331464.3829707,,,,,,,,,,,,,,,,,,,,,
,2430585.701,233190510.322685,101930659.051995,13346861.9480755,,,,,,,,,,,,,,,,,,,,,
,2433870.458,233400102.956863,102044897.871996,13362274.4814395,,,,,,,,,,,,,,,,,,,,,
,2437159.793,233609827.431038,102159219.443997,13377702.9658946,,,,,,,,,,,,,,,,,,,,,
,2440453.613,233819650.78521,102273623.631998,13393145.870377,,,,,,,,,,,,,,,,,,,,,
,2443752.071,234029589.499378,102388110.491999,13408604.3019505,,,,,,,,,,,,,,,,,,,,,
